Code INSEE département,Mois,TMin (°C),TMax (°C),TMoy (°C)
21,2022-04-01,5.166666666666667,16.283333333333335,10.725
21,2022-05-01,10.612903225806452,23.86774193548387,17.240322580645163
21,2022-06-01,14.396666666666667,27.376666666666665,20.886666666666667
21,2022-07-01,15.5,29.84193548387097,22.67096774193548
21,2022-08-01,16.87741935483871,29.9,23.388709677419353
21,2022-09-01,10.813333333333333,22.086666666666666,16.45
21,2022-10-01,10.290322580645162,20.506451612903227,15.398387096774194
21,2022-11-01,5.65,11.673333333333334,8.661666666666667
21,2022-12-01,1.8193548387096776,7.025806451612904,4.422580645161291
21,2023-01-01,2.5903225806451613,7.361290322580646,4.975806451612903
21,2023-02-01,0.6785714285714286,10.021428571428572,5.3500000000000005
21,2023-03-01,3.661290322580645,13.33548387096774,8.498387096774193
21,2023-04-01,5.0233333333333325,15.013333333333332,10.018333333333334
21,2023-05-01,10.574193548387097,21.154838709677417,15.864516129032259
21,2023-06-01,14.606666666666666,28.283333333333335,21.445
21,2023-07-01,15.670967741935485,27.916129032258063,21.793548387096774
21,2023-08-01,16.125806451612902,27.700000000000003,21.91290322580645
21,2023-09-01,13.296666666666665,27.333333333333332,20.315
21,2023-10-01,9.27741935483871,20.287096774193547,14.78225806451613
21,2023-11-01,4.78,11.143333333333334,7.961666666666667
21,2023-12-01,3.1193548387096777,8.332258064516129,5.725806451612903
21,2024-01-01,0.3129032258064516,6.738709677419355,3.5258064516129033
21,2024-02-01,4.548275862068966,11.196551724137931,7.872413793103449
21,2024-03-01,4.967741935483871,14.167741935483871,9.567741935483872
21,2024-04-01,5.543333333333334,16.253333333333334,10.898333333333333
21,2024-05-01,9.948387096774193,19.848387096774193,14.898387096774194
